"","title","year","volnum","issuenum","pagenum","primauth","tri_instance","st","ct","site","jstor","ststring","ctstring","comm","avoid","fulltri"
"122","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley",2006,71,2,240,"Betts","47LC167",47,"LC","167","http://www.jstor.org/stable/40035904","Wisconsin","La Crosse","","","47LC167"
"123","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley",2006,71,2,240,"Betts","47LC176",47,"LC","176","http://www.jstor.org/stable/40035904","Wisconsin","La Crosse","","","47LC176"
"124","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley",2006,71,2,240,"Betts","47LC262",47,"LC","262","http://www.jstor.org/stable/40035904","Wisconsin","La Crosse","","","47LC262"
"125","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley",2006,71,2,240,"Betts","47LC359",47,"LC","359","http://www.jstor.org/stable/40035904","Wisconsin","La Crosse","","","47LC359"
"126","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley",2006,71,2,240,"Betts","47LC432",47,"LC","432","http://www.jstor.org/stable/40035904","Wisconsin","La Crosse","","","47LC432"
"127","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley",2006,71,2,240,"Betts","13AM1",13,"AM","1","http://www.jstor.org/stable/40035904","Iowa","Allamakee","","","13AM1"
"128","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley",2006,71,2,240,"Betts","13AM2",13,"AM","2","http://www.jstor.org/stable/40035904","Iowa","Allamakee","","","13AM2"
"129","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley",2006,71,2,240,"Betts","13AM21",13,"AM","21","http://www.jstor.org/stable/40035904","Iowa","Allamakee","","","13AM21"
"130","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley",2006,71,2,241,"Betts","13AM23",13,"AM","23","http://www.jstor.org/stable/40035904","Iowa","Allamakee","","","13AM23"
"131","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley",2006,71,2,241,"Betts","13AM36",13,"AM","36","http://www.jstor.org/stable/40035904","Iowa","Allamakee","","","13AM36"
"132","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley",2006,71,2,240,"Betts","13AM42",13,"AM","42","http://www.jstor.org/stable/40035904","Iowa","Allamakee","","","13AM42"
"133","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley",2006,71,2,240,"Betts","13AM52",13,"AM","52","http://www.jstor.org/stable/40035904","Iowa","Allamakee","","","13AM52"
"134","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley",2006,71,2,241,"Betts","13AM61",13,"AM","61","http://www.jstor.org/stable/40035904","Iowa","Allamakee","","","13AM61"
"135","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley",2006,71,2,241,"Betts","13AM62",13,"AM","62","http://www.jstor.org/stable/40035904","Iowa","Allamakee","","","13AM62"
"136","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley",2006,71,2,241,"Betts","13AM63",13,"AM","63","http://www.jstor.org/stable/40035904","Iowa","Allamakwee","","","13AM63"
"137","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley",2006,71,2,245,"Betts","21HU1",21,"HU","1","http://www.jstor.org/stable/40035904","Minnesota","Houston","","","21HU1"
"138","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley",2006,71,2,259,"Betts","21HU26",21,"HU","26","http://www.jstor.org/stable/40035904","Minnesota","Houston","","","21HU26"
"139","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","1HA7",1,"HA","7","http://www.jstor.org/stable/4128421","Alabama","Hale","","","1HA7"
"140","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","1HO27",1,"HO","27","http://www.jstor.org/stable/4128425","Alabama","Houston","","","1HO27"
"141","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","1JE12",1,"JE","12","http://www.jstor.org/stable/4128425","Alabama","Jefferson","","","1JE12"
"142","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","1JE14",1,"JE","14","http://www.jstor.org/stable/4128425","Alabama","Jefferson","","","1JE14"
"143","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","1PI85",1,"PI","85","http://www.jstor.org/stable/4128425","Alabama","Pickens","","","1PI85"
"144","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","1TU500",1,"TU","500","http://www.jstor.org/stable/4128425","Alabama","Tuscaloosa","","","1TU500"
"145","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","1TU56",1,"TU","56","http://www.jstor.org/stable/4128425","Alabama","Tuscaloosa","","","1TU56"
"146","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","8LE1",8,"LE","1","http://www.jstor.org/stable/4128425","Florida","Leon","","","8LE1"
"147","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","9BR3",9,"BR","3","http://www.jstor.org/stable/4128425","Georgia","Bartow","","","9BR3"
"148","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","9CH1",9,"CH","1","http://www.jstor.org/stable/4128425","Georgia","Chatham","","","9CH1"
"149","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","9CK5",9,"CK","5","http://www.jstor.org/stable/4128425","Georgia","Cherokee","","","9CK5"
"150","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","9CY62",9,"CY","62","http://www.jstor.org/stable/4128425","Georgia","Clay","","","9CY62"
"151","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","9GE4",9,"GE","4","http://www.jstor.org/stable/4128425","Georgia","Greene","","","9GE4"
"152","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","9GE5",9,"GE","5","http://www.jstor.org/stable/4128425","Georgia","Greene","","","9GE5"
"153","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","9MG46",9,"MG","46","http://www.jstor.org/stable/4128425","Georgia","Morgan","","","9MG46"
"154","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","9QU1",9,"QU","1","http://www.jstor.org/stable/4128425","Georgia","Quitman","","","9QU1"
"155","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","9ST3",9,"ST","3","http://www.jstor.org/stable/4128425","Georgia","Stephen","","","9ST3"
"156","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","11MS2",11,"MS","2","http://www.jstor.org/stable/4128425","Illinois","Mason","","","11MS2"
"157","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","12VG1",12,"VG","1","http://www.jstor.org/stable/4128425","Indiana","Vigo","","","12VG1"
"158","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","16IV11",16,"IV","11","http://www.jstor.org/stable/4128425","Lousiana","Iberville","","","16IV11"
"159","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","22CS502",22,"CS","502","http://www.jstor.org/stable/4128425","Mississippi","Chickasaw","","","22CS502"
"160","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","22HO502",22,"HO","502","http://www.jstor.org/stable/4128425","Mississippi","Holmes","","","22HO502"
"161","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","22LW510",22,"LW","510","http://www.jstor.org/stable/4128425","Mississippi","Lawrence","","","22LW510"
"162","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","22TS500",22,"TS","500","http://www.jstor.org/stable/4128425","Mississippi","Tishomongo","","","22TS500"
"163","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","22WS500",22,"WS","500","http://www.jstor.org/stable/4128425","Mississippi","Washington","","","22WS500"
"164","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,293,"Blitz","22AD500",22,"AD","500","http://www.jstor.org/stable/4128425","Mississippi","Adams","","","22AD500"
"165","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","25MG2",25,"MG","2","http://www.jstor.org/stable/4128425","Nebraska","Gage","","","25MG2"
"166","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","40HA3",40,"HA","3","http://www.jstor.org/stable/4128425","Tennessee","Hamilton","","","40HA3"
"167","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","40HN1",40,"HN","1","http://www.jstor.org/stable/4128425","Tennessee","Hardin","","","40HN1"
"168","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","40HY14",40,"HY","14","http://www.jstor.org/stable/4128425","Tennessee","Henry","","","40HY14"
"169","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","40MG31",40,"MG","31","http://www.jstor.org/stable/4128425","Tennessee","Meigs","","","40MG31"
"170","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz","40MR6",40,"MR","6","http://www.jstor.org/stable/4128425","Tennessee","Monroe","","","40MR6"
"171","Monacans as Moundbuilders?",2004,69,2,361,"Boyd","44OR1",44,"OR","1","http://www.jstor.org/stable/4128426","Virginia","Orange","","","44OR1"
"172","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,457,"Boyd","41VV612",41,"VV","612","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV612"
"173","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,457,"Boyd","41VV201",41,"VV","201","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV201"
"174","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd","41VV18",41,"VV","18","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV18"
"175","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd","41VV76",41,"VV","76","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV76"
"176","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd","41VV83",41,"VV","83","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV83"
"177","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd","41VV124",41,"VV","124","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV124"
"178","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd","41VV162A",41,"VV","162A","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV162A"
"179","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd","41VV1000",41,"VV","1000","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV1000"
"180","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd","41VV1230",41,"VV","1230","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV1230"
"181","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd","41VV1285",41,"VV","1285","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV1285"
"182","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd","41VV1340",41,"VV","1340","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV1340"
"183","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd","41VV1480",41,"VV","1480","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV1480"
"184","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,459,"Boyd","41VV218",41,"VV","218","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV218"
"185","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,460,"Boyd","41VV74",41,"VV","74","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV74"
"186","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,461,"Boyd","41VV75",41,"VV","75","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV75"
"187","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,466,"Boyd","41VV0018",41,"VV","18","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV18"
"188","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,466,"Boyd","41VV0076",41,"VV","76","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV76"
"189","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,466,"Boyd","41VV0083",41,"VV","83","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV83"
"190","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,466,"Boyd","41VV0124",41,"VV","124","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV124"
"191","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,466,"Boyd","41VV0612",41,"VV","612","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV612"
"192","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,482,"Boyd","41VV78",41,"VV","78","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV78"
"193","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,482,"Boyd","41VV282",41,"VV","282","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV282"
"194","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,482,"Boyd","41VV324",41,"VV","324","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV324"
"195","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,482,"Boyd","41VV408",41,"VV","408","http://www.jstor.org/stable/43184892","Texas","Val Verde","","","41VV408"
