Title,Year ,Volume Number,Issue Number,Page Number,Primary Author's Last Name,Trinomial Instance,JSTOR LINK,State,County ,Comments,Avoid (H/M/L)
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,294,Blitz,9GE4,http://www.jstor.org/stable/4128425,Georgia,Greene,,
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,294,Blitz,9GE5,http://www.jstor.org/stable/4128425,Georgia,Greene,,
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,294,Blitz,9MG46,http://www.jstor.org/stable/4128425,Georgia,Morgan,,
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,294,Blitz,9QU1,http://www.jstor.org/stable/4128425,Georgia,Quitman,,
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,294,Blitz,9ST3,http://www.jstor.org/stable/4128425,Georgia,Stephen,,
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,294,Blitz,11MS2,http://www.jstor.org/stable/4128425,Illinois,Mason,,
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,294,Blitz,12VG1,http://www.jstor.org/stable/4128425,Indiana,Vigo,,
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,294,Blitz,16IV11,http://www.jstor.org/stable/4128425,Lousiana,Iberville,,
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,294,Blitz,22CS502,http://www.jstor.org/stable/4128425,Mississippi,Chickasaw,,
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,294,Blitz,22HO502,http://www.jstor.org/stable/4128425,Mississippi,Holmes,,
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,294,Blitz,22LW510,http://www.jstor.org/stable/4128425,Mississippi,Lawrence,,
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,294,Blitz,22TS500,http://www.jstor.org/stable/4128425,Mississippi,Tishomongo,,
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,294,Blitz,22WS500,http://www.jstor.org/stable/4128425,Mississippi,Washington,,
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,293,Blitz,22AD500,http://www.jstor.org/stable/4128425,Mississippi,Adams,,
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,294,Blitz,25MG2,http://www.jstor.org/stable/4128425,Nebraska,Gage,,
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,294,Blitz,40HA3,http://www.jstor.org/stable/4128425,Tennessee,Hamilton,,
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,294,Blitz,40HN1,http://www.jstor.org/stable/4128425,Tennessee,Hardin,,
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,294,Blitz,40HY14,http://www.jstor.org/stable/4128425,Tennessee,Henry,,
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,294,Blitz,40MG31,http://www.jstor.org/stable/4128425,Tennessee,Meigs,,
Sociopolitical Implications of Mississippian Mound Volume,2004,69,2,294,Blitz,40MR6,http://www.jstor.org/stable/4128425,Tennessee,Monroe,,
Monacans as Moundbuilders?,2004,69,2,361,Boyd,44OR1,http://www.jstor.org/stable/4128426,Virginia,Orange,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,457,Boyd,41VV612,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,457,Boyd,41VV201,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,458,Boyd,41VV18,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,458,Boyd,41VV76,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,458,Boyd,41VV83,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,458,Boyd,41VV124,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,458,Boyd,41VV162A,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,458,Boyd,41VV1000,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,458,Boyd,41VV1230,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,458,Boyd,41VV1285,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,458,Boyd,41VV1340,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,458,Boyd,41VV1480,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,459,Boyd,41VV218,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,460,Boyd,41VV74,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,461,Boyd,41VV75,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,466,Boyd,41VV0018,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,466,Boyd,41VV0076,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,466,Boyd,41VV0083,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,466,Boyd,41VV0124,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,466,Boyd,41VV0612,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,482,Boyd,41VV78,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,482,Boyd,41VV282,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,482,Boyd,41VV324,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,482,Boyd,41VV408,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,482,Boyd,41VV700,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,482,Boyd,41VV888,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,482,Boyd,41VV64,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,482,Boyd,41VV81,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,482,Boyd,41VV342,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,482,Boyd,41VV696,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,482,Boyd,41VV1230,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,482,Boyd,41VV1284,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,482,Boyd,41VV1603,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,482,Boyd,41VV1604,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas,2013,78,3,482,Boyd,41VV2038,http://www.jstor.org/stable/43184892,Texas,Val Verde,,
Beyond Squier and Davis: Rediscovering Ohio's Earthworks Using Geophysical Remote Sensing,2011,76,4,672,Burks,33RO347,http://www.jstor.org/stable/41331917,Ohio,Ross,,
Beyond Squier and Davis: Rediscovering Ohio's Earthworks Using Geophysical Remote Sensing,2011,76,4,676,Burks,33RO62,http://www.jstor.org/stable/41331917,Ohio,Ross,,
Beyond Squier and Davis: Rediscovering Ohio's Earthworks Using Geophysical Remote Sensing,2011,76,4,678,Burks,33PI1880,http://www.jstor.org/stable/41331917,Ohio,Pickaway,,
Beyond Squier and Davis: Rediscovering Ohio's Earthworks Using Geophysical Remote Sensing,2011,76,4,680,Burks,33BR10,http://www.jstor.org/stable/41331917,Ohio,Brown,,
On Bonfire Shelter (Texas) as a Paleoindian Bison Jump: An Assessment Using GIS and Zooarchaeology,2005,70,4,595,Byerly,41VV218,http://www.jstor.org/stable/40035867,Texas,Val Verde,,
Rock Shelters As Women's Retreats: Understanding Newt Kash ,2011,76,4,628,Claassen,15Mf1,http://www.jstor.org/stable/41331915,Kentucky,Menifee,,
Rock Shelters As Women's Retreats: Understanding Newt Kash ,2011,76,4,635,Claassen,15Le1,http://www.jstor.org/stable/41331915,Kentucky,Lee,,
Rock Shelters As Women's Retreats: Understanding Newt Kash ,2011,76,4,635,Claassen,15Wo2,http://www.jstor.org/stable/41331915,Kentucky,Wolfe,,
Rock Shelters As Women's Retreats: Understanding Newt Kash ,2011,76,4,636,Claassen,15Po1,http://www.jstor.org/stable/41331915,Kentucky,Pottawatomie,,
Rock Shelters As Women's Retreats: Understanding Newt Kash ,2011,76,4,636,Claassen,15Mf10,http://www.jstor.org/stable/41331915,Kentucky,Menifee,,
Rock Shelters As Women's Retreats: Understanding Newt Kash ,2011,76,4,636,Claassen,15Le50,http://www.jstor.org/stable/41331915,Kentucky,Lee,,
Implications of New Radiocarbon Ages on Coiled Basketry from the Northern Great Basin,2013,78,2,374,Connolly,35LK94,http://www.jstor.org/stable/23486324,Oregon,Lake,,
Implications of New Radiocarbon Ages on Coiled Basketry from the Northern Great Basin,2013,78,2,382,Connolly,35HA792,http://www.jstor.org/stable/23486324,Oregon,Harney,,
"Dogs of War: Potential Social Institutions of Conflict, Healing, and Death in a Fort Ancient Village",2012,77,3,505,Cook,33My57,http://www.jstor.org/stable/23486286,Ohio,Montgomery,,
Determining Site Size and Structure: A Fort Ancient Example,2011,76,1,145,Cook,33My499,http://www.jstor.org/stable/41331878,Ohio,Montgomery,,
Variation in Ohio Hopewell Political Economies,2009,74,1,51,Coon,33RO27,http://www.jstor.org/stable/25470538,Ohio,Ross,,
Variation in Ohio Hopewell Political Economies,2009,74,1,52,Coon,33RO40,http://www.jstor.org/stable/25470538,Ohio,Ross,,
Variation in Ohio Hopewell Political Economies,2009,74,1,53,Coon,33RO22,http://www.jstor.org/stable/25470538,Ohio,Ross,,
Variation in Ohio Hopewell Political Economies,2009,74,1,54,Coon,33RO63,http://www.jstor.org/stable/25470538,Ohio,Ross,,
Variation in Ohio Hopewell Political Economies,2009,74,1,56,Coon,33RO39,http://www.jstor.org/stable/25470538,Ohio,Ross,,
Variation in Ohio Hopewell Political Economies,2009,74,1,57,Coon,33HA41,http://www.jstor.org/stable/25470538,Ohio,Hamilton,,
Variation in Ohio Hopewell Political Economies,2009,74,1,66,Coon,33WA2,http://www.jstor.org/stable/25470538,Ohio,Hamilton,,
Variation in Ohio Hopewell Political Economies,2009,74,1,67,Coon,33HA24,http://www.jstor.org/stable/25470538,Ohio,Hamilton,,
Variation in Ohio Hopewell Political Economies,2009,74,1,69,Coon,33HI1,http://www.jstor.org/stable/25470538,Ohio,Highland,,
Variation in Ohio Hopewell Political Economies,2009,74,1,51,Coon,33RO27,http://www.jstor.org/stable/25470538,Ohio,Ross,,
Variation in Ohio Hopewell Political Economies,2009,74,1,53,Coon,33RO22,http://www.jstor.org/stable/25470538,Ohio,Ross,,
Variation in Ohio Hopewell Political Economies,2009,74,1,54,Coon,33SC4,http://www.jstor.org/stable/25470538,Ohio,Scioto,,
Variation in Ohio Hopewell Political Economies,2009,74,1,54,Coon,33RO63,http://www.jstor.org/stable/25470538,Ohio,Ross,,
Variation in Ohio Hopewell Political Economies,2009,74,1,56,Coon,33RO39,http://www.jstor.org/stable/25470538,Ohio,Ross,,
Variation in Ohio Hopewell Political Economies,2009,74,1,56,Coon,33RO32,http://www.jstor.org/stable/25470538,Ohio,Ross,,
Variation in Ohio Hopewell Political Economies,2009,74,1,57,Coon,33HA41,http://www.jstor.org/stable/25470538,Ohio,Hamilton,,
Variation in Ohio Hopewell Political Economies,2009,74,1,66,Coon,33WA2,http://www.jstor.org/stable/25470538,Ohio,Warren,,
Variation in Ohio Hopewell Political Economies,2009,74,1,67,Coon,33HA24,http://www.jstor.org/stable/25470538,Ohio,Hamilton,,
Late Archaic Totemism in the Greater American Southwest,2004,69,1,45,Coulam,42WN420,http://www.jstor.org/stable/4128347,Utah,Williamson,,
Late Archaic Totemism in the Greater American Southwest,2004,69,1,45,Coulam,26LN110,http://www.jstor.org/stable/4128347,Nevada,Lincoln,,
Late Archaic Totemism in the Greater American Southwest,2004,69,1,45,Coulam,26LN111,http://www.jstor.org/stable/4128347,Nevada,Lincoln,,
Late Archaic Totemism in the Greater American Southwest,2004,69,1,45,Coulam,42GR239,http://www.jstor.org/stable/4128347,Utah,Grand,,
Late Archaic Totemism in the Greater American Southwest,2004,69,1,45,Coulam,NA5686,http://www.jstor.org/stable/4128347,Arizona,Coconino,"UNKNOWN STATE - JW 25 September 2017 this appears to be in Walnut Canyon National Park, Coconino County, Arizona, see also http://science.sciencemag.org/content/148/3668/368 which is cited in this table","High, does not appear to be properly formatted and probably on NPS property without correct county attribution"
Late Archaic Totemism in the Greater American Southwest,2004,69,1,45,Coulam,NA5607,http://www.jstor.org/stable/4128347,Arizona,Coconino,"UNKNOWN STATE - JW 25 September 2017 this appears to be in Grand Canyon National Park, Coconino County, Arizona, see also http://www.jstor.org/stable/276308 which is cited in this table","High, does not appear to be properly formatted and probably on NPS property without correct county attribution"
Late Archaic Totemism in the Greater American Southwest,2004,69,1,45,Coulam,42WN421,http://www.jstor.org/stable/4128347,Utah,Williamson,,
Late Archaic Totemism in the Greater American Southwest,2004,69,1,51,Coulam,42WN420,http://www.jstor.org/stable/4128347,Utah,Williamson,,
"Hierarchy, Communalism, and the Spatial Order of Northwest Coast Plank Houses: A Comparative Study",2009,74,1,90,Coupland,45CA426,http://www.jstor.org/stable/25470539,Washington,Clallam,,
"Hierarchy, Communalism, and the Spatial Order of Northwest Coast Plank Houses: A Comparative Study",2009,74,1,90,Coupland,45SJ169,http://www.jstor.org/stable/25470539,Washington,San Juan,,
