"","title","year","volnum","issuenum","pagenum","primauth","st","ct","site","jstor","ststring","ctstring","comm","avoid"
"137","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley",2006,71,2,245,"Betts",21,"HU","1","http://www.jstor.org/stable/40035904","Minnesota","Houston","",""
"138","Pots and Pox: The Identification of Protohistoric Epidemics in the Upper Mississippi Valley",2006,71,2,259,"Betts",21,"HU","26","http://www.jstor.org/stable/40035904","Minnesota","Houston","",""
"139","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",1,"HA","7","http://www.jstor.org/stable/4128421","Alabama","Hale","",""
"140","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",1,"HO","27","http://www.jstor.org/stable/4128425","Alabama","Houston","",""
"141","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",1,"JE","12","http://www.jstor.org/stable/4128425","Alabama","Jefferson","",""
"142","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",1,"JE","14","http://www.jstor.org/stable/4128425","Alabama","Jefferson","",""
"143","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",1,"PI","85","http://www.jstor.org/stable/4128425","Alabama","Pickens","",""
"144","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",1,"TU","500","http://www.jstor.org/stable/4128425","Alabama","Tuscaloosa","",""
"145","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",1,"TU","56","http://www.jstor.org/stable/4128425","Alabama","Tuscaloosa","",""
"146","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",8,"LE","1","http://www.jstor.org/stable/4128425","Florida","Leon","",""
"147","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",9,"BR","3","http://www.jstor.org/stable/4128425","Georgia","Bartow","",""
"148","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",9,"CH","1","http://www.jstor.org/stable/4128425","Georgia","Chatham","",""
"149","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",9,"CK","5","http://www.jstor.org/stable/4128425","Georgia","Cherokee","",""
"150","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",9,"CY","62","http://www.jstor.org/stable/4128425","Georgia","Clay","",""
"151","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",9,"GE","4","http://www.jstor.org/stable/4128425","Georgia","Greene","",""
"152","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",9,"GE","5","http://www.jstor.org/stable/4128425","Georgia","Greene","",""
"153","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",9,"MG","46","http://www.jstor.org/stable/4128425","Georgia","Morgan","",""
"154","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",9,"QU","1","http://www.jstor.org/stable/4128425","Georgia","Quitman","",""
"155","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",9,"ST","3","http://www.jstor.org/stable/4128425","Georgia","Stephen","",""
"156","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",11,"MS","2","http://www.jstor.org/stable/4128425","Illinois","Mason","",""
"157","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",12,"VG","1","http://www.jstor.org/stable/4128425","Indiana","Vigo","",""
"158","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",16,"IV","11","http://www.jstor.org/stable/4128425","Lousiana","Iberville","",""
"159","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",22,"CS","502","http://www.jstor.org/stable/4128425","Mississippi","Chickasaw","",""
"160","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",22,"HO","502","http://www.jstor.org/stable/4128425","Mississippi","Holmes","",""
"161","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",22,"LW","510","http://www.jstor.org/stable/4128425","Mississippi","Lawrence","",""
"162","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",22,"TS","500","http://www.jstor.org/stable/4128425","Mississippi","Tishomongo","",""
"163","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",22,"WS","500","http://www.jstor.org/stable/4128425","Mississippi","Washington","",""
"164","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,293,"Blitz",22,"AD","500","http://www.jstor.org/stable/4128425","Mississippi","Adams","",""
"165","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",25,"MG","2","http://www.jstor.org/stable/4128425","Nebraska","Gage","",""
"166","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",40,"HA","3","http://www.jstor.org/stable/4128425","Tennessee","Hamilton","",""
"167","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",40,"HN","1","http://www.jstor.org/stable/4128425","Tennessee","Hardin","",""
"168","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",40,"HY","14","http://www.jstor.org/stable/4128425","Tennessee","Henry","",""
"169","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",40,"MG","31","http://www.jstor.org/stable/4128425","Tennessee","Meigs","",""
"170","Sociopolitical Implications of Mississippian Mound Volume",2004,69,2,294,"Blitz",40,"MR","6","http://www.jstor.org/stable/4128425","Tennessee","Monroe","",""
"171","Monacans as Moundbuilders?",2004,69,2,361,"Boyd",44,"OR","1","http://www.jstor.org/stable/4128426","Virginia","Orange","",""
"172","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,457,"Boyd",41,"VV","612","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"173","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,457,"Boyd",41,"VV","201","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"174","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd",41,"VV","18","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"175","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd",41,"VV","76","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"176","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd",41,"VV","83","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"177","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd",41,"VV","124","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"178","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd",41,"VV","162A","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"179","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd",41,"VV","1000","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"180","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd",41,"VV","1230","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"181","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd",41,"VV","1285","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"182","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd",41,"VV","1340","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"183","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,458,"Boyd",41,"VV","1480","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"184","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,459,"Boyd",41,"VV","218","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"185","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,460,"Boyd",41,"VV","74","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"186","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,461,"Boyd",41,"VV","75","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"187","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,466,"Boyd",41,"VV","18","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"188","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,466,"Boyd",41,"VV","76","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"189","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,466,"Boyd",41,"VV","83","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"190","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,466,"Boyd",41,"VV","124","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"191","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,466,"Boyd",41,"VV","612","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"192","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,482,"Boyd",41,"VV","78","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"193","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,482,"Boyd",41,"VV","282","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"194","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,482,"Boyd",41,"VV","324","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"195","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,482,"Boyd",41,"VV","408","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"196","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,482,"Boyd",41,"VV","700","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"197","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,482,"Boyd",41,"VV","888","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"198","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,482,"Boyd",41,"VV","64","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"199","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,482,"Boyd",41,"VV","81","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"200","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,482,"Boyd",41,"VV","342","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"201","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,482,"Boyd",41,"VV","696","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"202","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,482,"Boyd",41,"VV","1230","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"203","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,482,"Boyd",41,"VV","1284","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"204","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,482,"Boyd",41,"VV","1603","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"205","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,482,"Boyd",41,"VV","1604","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"206","A Reassessment of Red Linear Pictographs in the Lower Pecos Canyonlands of Texas",2013,78,3,482,"Boyd",41,"VV","2038","http://www.jstor.org/stable/43184892","Texas","Val Verde","",""
"207","Beyond Squier and Davis: Rediscovering Ohio's Earthworks Using Geophysical Remote Sensing",2011,76,4,672,"Burks",33,"RO","347","http://www.jstor.org/stable/41331917","Ohio","Ross","",""
"208","Beyond Squier and Davis: Rediscovering Ohio's Earthworks Using Geophysical Remote Sensing",2011,76,4,676,"Burks",33,"RO","62","http://www.jstor.org/stable/41331917","Ohio","Ross","",""
"209","Beyond Squier and Davis: Rediscovering Ohio's Earthworks Using Geophysical Remote Sensing",2011,76,4,678,"Burks",33,"PI","1880","http://www.jstor.org/stable/41331917","Ohio","Pickaway","",""
"210","Beyond Squier and Davis: Rediscovering Ohio's Earthworks Using Geophysical Remote Sensing",2011,76,4,680,"Burks",33,"BR","10","http://www.jstor.org/stable/41331917","Ohio","Brown","",""
"211","On Bonfire Shelter (Texas) as a Paleoindian Bison Jump: An Assessment Using GIS and Zooarchaeology",2005,70,4,595,"Byerly",41,"VV","218","http://www.jstor.org/stable/40035867","Texas","Val Verde","",""
"212","Rock Shelters As Women's Retreats: Understanding Newt Kash ",2011,76,4,628,"Claassen",15,"MF","1","http://www.jstor.org/stable/41331915","Kentucky","Menifee","",""
"213","Rock Shelters As Women's Retreats: Understanding Newt Kash ",2011,76,4,635,"Claassen",15,"LE","1","http://www.jstor.org/stable/41331915","Kentucky","Lee","",""
"214","Rock Shelters As Women's Retreats: Understanding Newt Kash ",2011,76,4,635,"Claassen",15,"WO","2","http://www.jstor.org/stable/41331915","Kentucky","Wolfe","",""
"215","Rock Shelters As Women's Retreats: Understanding Newt Kash ",2011,76,4,636,"Claassen",15,"PO","1","http://www.jstor.org/stable/41331915","Kentucky","Pottawatomie","",""
"216","Rock Shelters As Women's Retreats: Understanding Newt Kash ",2011,76,4,636,"Claassen",15,"MF","10","http://www.jstor.org/stable/41331915","Kentucky","Menifee","",""
